bpix,wpix,wpix_ratio
770.0,3448.0,0.8174490279753438
861.0,3027.0,0.7785493827160493
1038.0,5037.0,0.8291358024691358
1065.0,4941.0,0.8226773226773226
1072.0,4802.0,0.8175008512087164
802.0,3278.0,0.8034313725490196
876.0,2974.0,0.7724675324675324
672.0,3270.0,0.8295281582952816
766.0,3026.0,0.7979957805907173
908.0,2997.0,0.7674775928297055
693.0,2925.0,0.8084577114427861
979.0,3305.0,0.7714752567693745
594.0,2931.0,0.8314893617021276
890.0,3226.0,0.7837706511175899
806.0,3281.0,0.8027893320283827
1008.0,3997.0,0.7986013986013986
694.0,2359.0,0.7726826072715361
636.0,2848.0,0.817451205510907
883.0,3037.0,0.7747448979591837
836.0,4347.0,0.8387034535983021
1103.0,4292.0,0.7955514365152919
895.0,4019.0,0.8178673178673179
702.0,2928.0,0.8066115702479338
768.0,3732.0,0.8293333333333334
746.0,3472.0,0.8231389284020862
909.0,3067.0,0.7713782696177063
587.0,3017.0,0.8371254162042175
1189.0,5645.0,0.8260169739537606
1623.0,5703.0,0.7784602784602784
644.0,3448.0,0.8426197458455523
1109.0,5695.0,0.8370076425631982
